Date,Product,Quantity_Sold,Inventory_Level,Price,Month
2023-07-28,Smartphone X1,6,88,40,7
2023-08-28,LED Desk Lamp Pro,8,167,80,8
2023-11-27,Bluetooth Speaker Mini,16,103,25,11
2023-11-29,Smartwatch Series 5,15,17,35,11
2023-02-19,Laptop Charger Type-C,13,92,35,2
2023-01-11,USB-C Hub 6-in-1,15,12,40,1
2023-12-17,Smartphone X1,18,64,25,12
2023-06-05,LED Desk Lamp Pro,13,152,25,6
2023-03-11,Laptop Charger Type-C,8,45,50,3
2023-06-18,Wireless Earphone Pro,14,15,30,6
2023-09-29,Smartphone X1,11,130,150,9
2023-03-09,Laptop Charger Type-C,6,51,40,3
2023-12-21,Laptop Charger Type-C,1,59,20,12
2023-09-09,Laptop Charger Type-C,2,121,50,9
2023-02-17,USB-C Hub 6-in-1,13,155,35,2
2023-07-03,Laptop Charger Type-C,1,59,50,7
2023-11-16,LED Desk Lamp Pro,4,39,15,11
2023-07-06,Tablet Stand Adjustable,2,48,150,7
2023-03-31,Desk Fan CoolBreeze,16,125,20,3
2023-11-28,Smartphone X1,3,149,40,11
2023-05-19,Smartwatch Series 5,17,68,15,5
2023-12-23,Wireless Earphone Pro,5,85,30,12
2023-03-30,Tablet Stand Adjustable,8,181,20,3
2023-10-01,LED Desk Lamp Pro,12,141,25,10
2023-01-19,Smartphone X1,12,173,20,1
2023-11-07,Smartphone X1,1,57,50,11
2023-12-24,LED Desk Lamp Pro,1,151,60,12
2023-06-03,Power Bank Ultra 10000mAh,15,90,15,6
2023-09-17,USB-C Hub 6-in-1,17,58,50,9
2023-04-18,Bluetooth Speaker Mini,2,76,25,4
2023-10-12,Desk Fan CoolBreeze,17,86,35,10
2023-02-28,Smartphone X1,9,146,50,2
2023-05-05,Smartphone X1,12,30,20,5
2023-12-20,Tablet Stand Adjustable,4,114,30,12
2023-09-30,LED Desk Lamp Pro,13,81,20,9
2023-04-17,Laptop Charger Type-C,4,25,20,4
2023-10-26,Wireless Earphone Pro,7,153,15,10
2023-09-02,Tablet Stand Adjustable,14,37,40,9
2023-12-02,LED Desk Lamp Pro,9,188,150,12
2023-09-04,Desk Fan CoolBreeze,1,193,20,9
2023-01-08,LED Desk Lamp Pro,1,89,20,1
2023-05-21,Smartphone X1,4,66,150,5
2023-12-28,Smartphone X1,1,119,30,12
2023-01-08,Tablet Stand Adjustable,10,61,15,1
2023-12-18,Desk Fan CoolBreeze,2,183,35,12
2023-04-04,Wireless Earphone Pro,15,175,25,4
2023-11-17,Power Bank Ultra 10000mAh,3,93,25,11
2023-02-08,Desk Fan CoolBreeze,9,57,50,2
2023-03-22,Smartphone X1,17,136,15,3
2023-07-06,Smartwatch Series 5,13,178,60,7
2023-03-25,Bluetooth Speaker Mini,3,107,35,3
2023-03-29,Tablet Stand Adjustable,4,127,25,3
2023-08-30,USB-C Hub 6-in-1,4,196,60,8
2023-12-08,Smartwatch Series 5,11,102,40,12
2023-04-03,Tablet Stand Adjustable,7,76,60,4
2023-03-27,Tablet Stand Adjustable,11,83,60,3
2023-02-13,Bluetooth Speaker Mini,11,93,35,2
2023-05-17,Tablet Stand Adjustable,10,164,40,5
2023-03-15,Wireless Earphone Pro,5,169,60,3
2023-02-05,Smartphone X1,13,193,150,2
2023-04-11,Smartphone X1,12,19,80,4
2023-06-05,Power Bank Ultra 10000mAh,10,177,20,6
2023-09-12,Bluetooth Speaker Mini,7,154,30,9
2023-06-20,Desk Fan CoolBreeze,19,195,20,6
2023-08-04,USB-C Hub 6-in-1,19,127,50,8
2023-06-19,Desk Fan CoolBreeze,19,106,60,6
2023-09-09,Smartwatch Series 5,12,15,25,9
2023-12-26,Laptop Charger Type-C,15,176,15,12
2023-11-18,Smartwatch Series 5,5,27,50,11
2023-02-24,Power Bank Ultra 10000mAh,14,81,35,2
2023-04-01,Smartphone X1,12,98,15,4
2023-10-05,Tablet Stand Adjustable,11,51,15,10
2023-04-11,LED Desk Lamp Pro,5,13,35,4
2023-06-04,Power Bank Ultra 10000mAh,16,29,150,6
2023-12-15,Smartphone X1,18,37,20,12
2023-12-30,Desk Fan CoolBreeze,12,177,50,12
2023-05-21,Wireless Earphone Pro,5,113,20,5
2023-06-22,Desk Fan CoolBreeze,16,53,40,6
2023-01-10,USB-C Hub 6-in-1,12,32,25,1
2023-08-16,LED Desk Lamp Pro,2,194,50,8
2023-09-22,Laptop Charger Type-C,6,56,35,9
2023-09-05,USB-C Hub 6-in-1,4,22,60,9
2023-09-04,Laptop Charger Type-C,13,153,50,9
2023-06-04,Tablet Stand Adjustable,10,192,50,6
2023-02-03,Laptop Charger Type-C,17,104,80,2
2023-05-09,Power Bank Ultra 10000mAh,14,25,35,5
2023-06-09,Bluetooth Speaker Mini,15,128,35,6
2023-03-30,Bluetooth Speaker Mini,8,174,20,3
2023-04-03,Desk Fan CoolBreeze,18,189,25,4
2023-11-23,USB-C Hub 6-in-1,3,126,35,11
2023-08-29,USB-C Hub 6-in-1,17,19,30,8
2023-11-19,Smartphone X1,7,131,35,11
2023-04-27,USB-C Hub 6-in-1,13,47,30,4
2023-04-04,Bluetooth Speaker Mini,16,53,60,4
2023-06-12,LED Desk Lamp Pro,5,104,25,6
2023-04-09,LED Desk Lamp Pro,4,83,150,4
2023-04-23,Smartphone X1,10,191,50,4
2023-12-25,Desk Fan CoolBreeze,13,122,25,12
2023-04-01,Smartphone X1,10,60,20,4
2023-12-12,Smartwatch Series 5,14,61,50,12
2023-07-25,Bluetooth Speaker Mini,12,101,30,7
2023-01-17,Smartphone X1,1,68,15,1
2023-10-01,USB-C Hub 6-in-1,7,22,25,10
2023-06-22,Smartphone X1,9,178,20,6
2023-04-26,Power Bank Ultra 10000mAh,8,21,30,4
2023-12-15,Tablet Stand Adjustable,13,59,20,12
2023-06-30,USB-C Hub 6-in-1,14,66,20,6
2023-04-01,LED Desk Lamp Pro,12,187,20,4
2023-03-23,USB-C Hub 6-in-1,8,128,25,3
2023-11-20,USB-C Hub 6-in-1,18,66,15,11
2023-04-24,Smartwatch Series 5,16,191,30,4
2023-09-14,Smartphone X1,11,17,150,9
2023-02-27,Smartphone X1,16,115,30,2
2023-06-03,Bluetooth Speaker Mini,14,146,35,6
2023-12-31,USB-C Hub 6-in-1,3,197,50,12
2023-04-26,Laptop Charger Type-C,2,129,15,4
2023-12-09,USB-C Hub 6-in-1,3,72,25,12
2023-09-23,Bluetooth Speaker Mini,4,81,80,9
2023-11-11,Smartphone X1,5,140,150,11
2023-07-22,Power Bank Ultra 10000mAh,10,22,50,7
2023-02-10,Desk Fan CoolBreeze,2,146,80,2
2023-04-15,USB-C Hub 6-in-1,12,61,35,4
2023-07-12,LED Desk Lamp Pro,5,71,30,7
2023-10-05,Smartphone X1,5,128,30,10
2023-12-20,LED Desk Lamp Pro,1,118,15,12
2023-08-25,Power Bank Ultra 10000mAh,4,17,25,8
2023-08-09,Smartphone X1,12,104,25,8
2023-03-09,LED Desk Lamp Pro,12,134,50,3
2023-07-16,Wireless Earphone Pro,16,182,40,7
2023-09-13,USB-C Hub 6-in-1,17,62,35,9
2023-05-19,Power Bank Ultra 10000mAh,10,72,40,5
2023-11-08,Tablet Stand Adjustable,17,104,20,11
2023-05-29,LED Desk Lamp Pro,17,90,150,5
2023-04-09,Wireless Earphone Pro,18,66,30,4
2023-03-17,USB-C Hub 6-in-1,2,191,50,3
2023-10-09,Power Bank Ultra 10000mAh,4,156,40,10
2023-04-19,Tablet Stand Adjustable,19,76,15,4
2023-07-07,Wireless Earphone Pro,11,55,60,7
2023-07-18,Power Bank Ultra 10000mAh,17,103,25,7
2023-10-30,Wireless Earphone Pro,12,147,30,10
2023-11-23,Power Bank Ultra 10000mAh,2,122,50,11
2023-06-03,LED Desk Lamp Pro,6,102,80,6
2023-02-09,Smartwatch Series 5,9,155,150,2
2023-05-13,Power Bank Ultra 10000mAh,5,149,20,5
2023-05-12,Laptop Charger Type-C,9,58,15,5
2023-10-06,Wireless Earphone Pro,8,32,35,10
2023-12-28,USB-C Hub 6-in-1,8,71,15,12
2023-03-25,LED Desk Lamp Pro,6,20,20,3
2023-08-30,Laptop Charger Type-C,3,82,60,8
2023-04-26,LED Desk Lamp Pro,5,127,35,4
2023-04-19,Tablet Stand Adjustable,9,193,35,4
2023-08-09,Power Bank Ultra 10000mAh,7,97,50,8
2023-02-10,USB-C Hub 6-in-1,4,98,15,2
2023-05-27,Bluetooth Speaker Mini,7,64,30,5
2023-04-22,USB-C Hub 6-in-1,5,162,20,4
2023-04-13,LED Desk Lamp Pro,11,18,60,4
2023-02-15,Laptop Charger Type-C,15,21,60,2
2023-11-20,LED Desk Lamp Pro,2,148,25,11
2023-09-28,Desk Fan CoolBreeze,13,122,150,9
2023-07-14,Laptop Charger Type-C,16,175,50,7
2023-10-07,Tablet Stand Adjustable,7,165,50,10
2023-10-10,Wireless Earphone Pro,8,17,80,10
2023-02-09,LED Desk Lamp Pro,6,184,50,2
2023-07-08,USB-C Hub 6-in-1,7,45,35,7
2023-06-13,Smartphone X1,18,134,80,6
2023-01-24,Wireless Earphone Pro,7,59,60,1
2023-01-24,Tablet Stand Adjustable,3,116,30,1
2023-01-04,Smartphone X1,5,18,40,1
2023-11-19,Smartphone X1,1,197,150,11
2023-10-17,Laptop Charger Type-C,15,76,150,10
2023-06-30,Wireless Earphone Pro,3,62,30,6
2023-09-05,Laptop Charger Type-C,8,91,30,9
2023-04-26,Wireless Earphone Pro,9,119,40,4
2023-10-06,Power Bank Ultra 10000mAh,15,154,25,10
2023-12-31,USB-C Hub 6-in-1,10,62,15,12
2023-03-10,Bluetooth Speaker Mini,2,165,150,3
2023-12-17,Power Bank Ultra 10000mAh,5,123,25,12
2023-09-11,Wireless Earphone Pro,19,72,50,9
2023-06-30,Tablet Stand Adjustable,13,152,30,6
2023-11-14,Smartphone X1,11,28,80,11
2023-06-18,Smartphone X1,1,133,25,6
2023-11-09,Smartphone X1,15,95,25,11
2023-09-06,Desk Fan CoolBreeze,18,79,150,9
2023-07-07,Desk Fan CoolBreeze,16,56,60,7
2023-02-23,Desk Fan CoolBreeze,9,117,80,2
2023-11-22,USB-C Hub 6-in-1,1,185,15,11
2023-12-23,USB-C Hub 6-in-1,11,29,50,12
2023-11-09,Laptop Charger Type-C,9,46,40,11
2023-05-18,Tablet Stand Adjustable,11,139,20,5
2023-06-17,Smartphone X1,13,45,60,6
2023-04-13,Tablet Stand Adjustable,2,142,150,4
2023-03-26,Desk Fan CoolBreeze,14,73,60,3
2023-11-13,Bluetooth Speaker Mini,6,16,80,11
2023-07-31,Smartwatch Series 5,8,129,35,7
2023-01-03,Wireless Earphone Pro,18,31,15,1
2023-06-28,Tablet Stand Adjustable,16,55,50,6
2023-12-08,USB-C Hub 6-in-1,12,177,60,12
2023-10-30,LED Desk Lamp Pro,11,198,15,10
2023-11-28,Wireless Earphone Pro,6,119,20,11
2023-02-07,Desk Fan CoolBreeze,3,55,50,2
2023-08-27,Tablet Stand Adjustable,14,37,20,8
2023-06-18,LED Desk Lamp Pro,2,96,25,6
2023-12-09,Bluetooth Speaker Mini,11,44,60,12
2023-11-10,Bluetooth Speaker Mini,3,138,20,11
2023-11-02,Tablet Stand Adjustable,18,166,15,11
2023-01-30,USB-C Hub 6-in-1,1,18,35,1
2023-07-09,LED Desk Lamp Pro,1,18,40,7
2023-12-23,Smartphone X1,12,31,30,12
2023-01-25,Smartphone X1,15,195,35,1
2023-04-22,LED Desk Lamp Pro,5,79,150,4
2023-07-25,Bluetooth Speaker Mini,6,192,35,7
2023-07-04,Tablet Stand Adjustable,16,150,20,7
2023-02-16,Laptop Charger Type-C,12,156,150,2
2023-08-16,Smartphone X1,12,170,35,8
2023-02-08,Desk Fan CoolBreeze,3,74,30,2
2023-01-16,USB-C Hub 6-in-1,2,197,15,1
2023-01-22,Wireless Earphone Pro,7,149,40,1
2023-08-01,Wireless Earphone Pro,2,52,20,8
2023-11-06,Desk Fan CoolBreeze,7,26,60,11
2023-05-29,Smartphone X1,11,77,50,5
2023-08-29,LED Desk Lamp Pro,11,38,80,8
2023-09-29,Wireless Earphone Pro,14,192,60,9
2023-02-28,Tablet Stand Adjustable,3,144,25,2
2023-10-14,LED Desk Lamp Pro,14,53,20,10
2023-07-21,USB-C Hub 6-in-1,11,142,50,7
2023-02-01,Laptop Charger Type-C,4,197,15,2
2023-06-11,USB-C Hub 6-in-1,17,143,25,6
2023-09-12,Wireless Earphone Pro,16,16,80,9
2023-09-11,Wireless Earphone Pro,3,183,20,9
2023-01-09,LED Desk Lamp Pro,10,194,60,1
2023-05-19,Desk Fan CoolBreeze,15,63,35,5
2023-01-10,Tablet Stand Adjustable,8,55,60,1
2023-08-02,Smartwatch Series 5,18,147,60,8
2023-09-30,Smartphone X1,3,13,80,9
2023-11-20,Smartphone X1,7,162,20,11
2023-02-17,Tablet Stand Adjustable,10,100,20,2
2023-04-21,Desk Fan CoolBreeze,9,70,150,4
2023-06-02,Bluetooth Speaker Mini,14,175,60,6
2023-05-03,Desk Fan CoolBreeze,14,169,15,5
2023-12-23,Smartphone X1,11,160,50,12
2023-04-12,Smartwatch Series 5,1,120,50,4
2023-08-29,Power Bank Ultra 10000mAh,4,46,25,8
2023-11-17,Laptop Charger Type-C,6,12,80,11
2023-07-10,Smartphone X1,5,22,60,7
2023-08-05,LED Desk Lamp Pro,3,171,15,8
2023-02-20,Power Bank Ultra 10000mAh,2,97,25,2
2023-10-19,LED Desk Lamp Pro,3,85,20,10
2023-03-22,Laptop Charger Type-C,9,17,50,3
2023-03-29,LED Desk Lamp Pro,19,92,30,3
2023-07-13,Tablet Stand Adjustable,19,18,150,7
2023-04-14,LED Desk Lamp Pro,17,165,15,4
2023-09-28,Smartphone X1,18,87,25,9
2023-04-06,USB-C Hub 6-in-1,11,133,25,4
2023-07-17,LED Desk Lamp Pro,12,155,15,7
2023-01-01,Smartphone X1,3,51,35,1
2023-06-16,Smartphone X1,18,50,30,6
2023-05-06,Laptop Charger Type-C,6,170,20,5
2023-11-09,LED Desk Lamp Pro,7,98,50,11
2023-03-22,Bluetooth Speaker Mini,1,86,60,3
2023-09-08,Bluetooth Speaker Mini,6,63,15,9
2023-06-18,Smartphone X1,18,173,80,6
2023-03-14,Smartphone X1,13,106,30,3
2023-05-21,Desk Fan CoolBreeze,19,107,150,5
2023-03-11,Smartphone X1,7,65,150,3
2023-09-19,Tablet Stand Adjustable,19,109,80,9
2023-12-06,LED Desk Lamp Pro,9,154,30,12
2023-11-04,Power Bank Ultra 10000mAh,3,19,25,11
2023-09-02,USB-C Hub 6-in-1,12,53,150,9
2023-01-03,Smartphone X1,18,139,25,1
2023-12-03,Tablet Stand Adjustable,8,151,35,12
2023-03-04,Power Bank Ultra 10000mAh,9,178,30,3
2023-02-18,USB-C Hub 6-in-1,13,139,15,2
2023-03-17,Wireless Earphone Pro,8,28,60,3
2023-06-24,Laptop Charger Type-C,10,89,50,6
2023-04-19,Tablet Stand Adjustable,17,98,35,4
2023-07-02,Power Bank Ultra 10000mAh,7,10,25,7
2023-07-11,USB-C Hub 6-in-1,17,139,30,7
2023-03-06,Wireless Earphone Pro,18,36,35,3
2023-12-03,USB-C Hub 6-in-1,2,11,25,12
2023-09-28,Power Bank Ultra 10000mAh,3,188,60,9
2023-04-10,USB-C Hub 6-in-1,19,147,60,4
2023-02-01,Smartphone X1,1,28,80,2
2023-12-18,Laptop Charger Type-C,10,150,20,12
2023-05-08,Power Bank Ultra 10000mAh,14,185,150,5
2023-12-05,USB-C Hub 6-in-1,13,123,60,12
2023-02-12,Wireless Earphone Pro,9,65,40,2
2023-03-19,LED Desk Lamp Pro,6,193,60,3
2023-11-10,LED Desk Lamp Pro,6,187,35,11
2023-10-16,Power Bank Ultra 10000mAh,19,104,50,10
2023-09-27,Tablet Stand Adjustable,10,182,30,9
2023-06-11,Smartphone X1,3,196,35,6
2023-07-08,Smartwatch Series 5,18,176,20,7
2023-09-04,USB-C Hub 6-in-1,19,158,60,9
2023-08-04,USB-C Hub 6-in-1,5,192,15,8
2023-11-11,Tablet Stand Adjustable,11,66,30,11
2023-12-05,Wireless Earphone Pro,10,111,35,12
2023-06-17,Smartwatch Series 5,17,178,40,6
2023-12-05,Smartphone X1,4,79,50,12
2023-07-12,USB-C Hub 6-in-1,18,91,150,7
2023-10-10,Bluetooth Speaker Mini,18,58,30,10
2023-12-02,USB-C Hub 6-in-1,1,181,20,12
2023-01-13,Power Bank Ultra 10000mAh,14,172,15,1
2023-08-28,Wireless Earphone Pro,8,100,40,8
2023-11-16,Wireless Earphone Pro,2,14,150,11
2023-05-27,Smartphone X1,19,188,25,5
2023-07-23,Wireless Earphone Pro,15,66,50,7
2023-03-21,Desk Fan CoolBreeze,2,195,150,3
2023-02-12,LED Desk Lamp Pro,4,101,60,2
2023-03-30,Bluetooth Speaker Mini,1,45,80,3
2023-05-28,Laptop Charger Type-C,19,147,15,5
2023-04-05,Smartphone X1,10,187,40,4
2023-05-31,LED Desk Lamp Pro,1,174,150,5
2023-01-02,Smartphone X1,15,121,80,1
2023-01-22,LED Desk Lamp Pro,4,157,150,1
2023-11-09,Laptop Charger Type-C,7,22,35,11
2023-11-24,Wireless Earphone Pro,7,131,25,11
2023-01-07,LED Desk Lamp Pro,18,118,50,1
2023-07-25,Smartphone X1,13,156,25,7
2023-04-24,Tablet Stand Adjustable,10,101,35,4
2023-09-29,Bluetooth Speaker Mini,8,111,150,9
2023-03-24,Power Bank Ultra 10000mAh,10,65,30,3
2023-06-28,Laptop Charger Type-C,14,54,80,6
2023-07-29,USB-C Hub 6-in-1,14,69,15,7
2023-11-24,USB-C Hub 6-in-1,11,194,20,11
2023-05-04,Smartphone X1,6,63,80,5
2023-04-23,LED Desk Lamp Pro,1,46,25,4
2023-01-12,Power Bank Ultra 10000mAh,19,46,80,1
2023-05-06,Power Bank Ultra 10000mAh,7,23,60,5
2023-02-22,Wireless Earphone Pro,18,104,150,2
2023-11-27,Smartphone X1,3,181,35,11
2023-10-10,Smartphone X1,11,111,80,10
2023-05-20,LED Desk Lamp Pro,5,51,80,5
2023-04-07,Wireless Earphone Pro,19,10,35,4
2023-01-05,Smartphone X1,2,32,60,1
2023-02-26,Smartphone X1,4,37,60,2
2023-11-30,USB-C Hub 6-in-1,10,141,20,11
2023-03-10,LED Desk Lamp Pro,2,178,20,3
2023-04-28,Wireless Earphone Pro,8,197,60,4
2023-02-28,Smartphone X1,1,27,30,2
2023-02-02,Power Bank Ultra 10000mAh,6,198,20,2
2023-11-14,Smartphone X1,11,58,60,11
2023-02-19,Smartphone X1,10,56,60,2
2023-01-19,Laptop Charger Type-C,13,124,80,1
2023-08-02,Power Bank Ultra 10000mAh,1,48,20,8
2023-07-16,Bluetooth Speaker Mini,2,15,150,7
2023-02-16,Wireless Earphone Pro,3,62,35,2
2023-06-16,LED Desk Lamp Pro,9,34,35,6
2023-10-16,LED Desk Lamp Pro,5,108,40,10
2023-05-21,Tablet Stand Adjustable,10,74,80,5
2023-03-25,Smartwatch Series 5,10,142,40,3
2023-07-01,Smartwatch Series 5,12,17,40,7
2023-03-20,Laptop Charger Type-C,18,48,80,3
2023-08-03,USB-C Hub 6-in-1,1,120,150,8
2023-01-14,Laptop Charger Type-C,3,52,30,1
2023-08-03,LED Desk Lamp Pro,5,91,50,8
2023-05-08,LED Desk Lamp Pro,17,132,30,5
2023-11-06,Wireless Earphone Pro,8,142,20,11
2023-09-05,Tablet Stand Adjustable,17,13,60,9
2023-01-29,Smartphone X1,9,117,25,1
2023-10-07,Power Bank Ultra 10000mAh,6,102,15,10
2023-12-04,Laptop Charger Type-C,17,138,80,12
2023-11-15,Power Bank Ultra 10000mAh,8,103,30,11
2023-07-21,LED Desk Lamp Pro,7,65,150,7
2023-12-27,Power Bank Ultra 10000mAh,7,182,30,12
2023-02-26,Laptop Charger Type-C,15,12,20,2
2023-08-06,Tablet Stand Adjustable,7,31,60,8
2023-03-03,USB-C Hub 6-in-1,8,65,40,3
2023-06-06,Smartwatch Series 5,9,27,35,6
2023-07-21,LED Desk Lamp Pro,15,162,25,7
2023-01-17,Tablet Stand Adjustable,2,185,30,1
2023-11-18,Laptop Charger Type-C,7,125,150,11
2023-01-06,Smartphone X1,15,93,50,1
2023-02-27,Laptop Charger Type-C,18,168,30,2
2023-11-21,Desk Fan CoolBreeze,18,39,150,11
2023-11-14,Tablet Stand Adjustable,10,89,40,11
2023-06-18,Desk Fan CoolBreeze,18,75,150,6
2023-03-23,Laptop Charger Type-C,1,19,150,3
2023-08-07,Smartphone X1,7,68,60,8
2023-06-26,Smartphone X1,3,60,60,6
2023-07-23,Wireless Earphone Pro,14,132,30,7
2023-03-12,USB-C Hub 6-in-1,12,146,15,3
2023-09-23,Desk Fan CoolBreeze,14,63,60,9
2023-04-08,Wireless Earphone Pro,4,199,35,4
2023-12-11,Laptop Charger Type-C,13,90,35,12
2023-10-18,Laptop Charger Type-C,16,146,25,10
2023-07-27,Laptop Charger Type-C,16,18,80,7
2023-01-02,Power Bank Ultra 10000mAh,5,110,40,1
2023-05-04,Smartphone X1,6,161,15,5
2023-10-07,Power Bank Ultra 10000mAh,6,48,35,10
2023-03-15,Smartphone X1,18,145,20,3
2023-06-15,Power Bank Ultra 10000mAh,6,162,35,6
2023-01-22,Smartphone X1,7,119,150,1
2023-06-03,Tablet Stand Adjustable,16,75,40,6
2023-10-22,Wireless Earphone Pro,9,19,25,10
2023-08-07,LED Desk Lamp Pro,13,126,30,8
2023-06-06,Power Bank Ultra 10000mAh,12,161,35,6
2023-08-18,Wireless Earphone Pro,19,92,80,8
2023-01-20,Smartwatch Series 5,1,196,25,1
2023-02-10,Smartphone X1,8,168,35,2
2023-05-28,Desk Fan CoolBreeze,4,148,15,5
2023-04-18,Smartphone X1,19,143,15,4
2023-03-25,LED Desk Lamp Pro,5,79,25,3
2023-11-18,LED Desk Lamp Pro,17,169,30,11
2023-11-05,Bluetooth Speaker Mini,3,48,20,11
2023-10-17,Bluetooth Speaker Mini,19,185,20,10
2023-11-19,USB-C Hub 6-in-1,1,22,35,11
2023-05-14,Smartwatch Series 5,1,68,35,5
2023-07-26,Tablet Stand Adjustable,9,76,25,7
2023-10-10,Smartphone X1,5,193,50,10
2023-09-23,Smartphone X1,7,50,150,9
2023-03-14,Laptop Charger Type-C,6,193,150,3
2023-12-18,Bluetooth Speaker Mini,17,44,80,12
2023-02-17,LED Desk Lamp Pro,17,175,35,2
2023-11-22,Smartphone X1,13,90,80,11
2023-08-21,Desk Fan CoolBreeze,12,43,25,8
2023-04-10,Power Bank Ultra 10000mAh,4,85,30,4
2023-02-28,Smartwatch Series 5,8,79,40,2
2023-09-15,Wireless Earphone Pro,5,20,40,9
2023-03-06,Laptop Charger Type-C,5,121,35,3
2023-03-24,Power Bank Ultra 10000mAh,13,36,35,3
2023-06-03,Bluetooth Speaker Mini,11,57,50,6
2023-09-23,Desk Fan CoolBreeze,8,33,25,9
2023-11-05,Laptop Charger Type-C,8,27,30,11
2023-03-20,Laptop Charger Type-C,1,36,60,3
2023-11-11,Desk Fan CoolBreeze,13,63,25,11
2023-05-30,USB-C Hub 6-in-1,5,64,60,5
2023-02-17,Laptop Charger Type-C,8,129,15,2
2023-09-05,Wireless Earphone Pro,17,30,150,9
2023-10-05,LED Desk Lamp Pro,13,196,35,10
2023-12-22,Tablet Stand Adjustable,9,124,50,12
2023-04-08,Power Bank Ultra 10000mAh,2,171,35,4
2023-01-25,Wireless Earphone Pro,19,129,40,1
2023-10-11,Desk Fan CoolBreeze,17,67,35,10
2023-10-28,Smartphone X1,7,185,40,10
2023-03-09,LED Desk Lamp Pro,3,63,80,3
2023-01-07,Smartphone X1,19,155,35,1
2023-11-01,Desk Fan CoolBreeze,19,12,25,11
2023-05-17,Smartwatch Series 5,9,161,60,5
2023-06-13,Laptop Charger Type-C,10,138,25,6
2023-03-24,LED Desk Lamp Pro,14,15,20,3
2023-05-18,Laptop Charger Type-C,18,28,40,5
2023-03-14,Bluetooth Speaker Mini,15,95,15,3
2023-08-25,Smartphone X1,1,124,20,8
2023-02-15,Smartphone X1,6,180,80,2
2023-04-16,Power Bank Ultra 10000mAh,15,132,25,4
2023-10-15,USB-C Hub 6-in-1,6,145,15,10
2023-09-19,Smartphone X1,18,189,60,9
2023-06-25,Smartphone X1,1,82,30,6
2023-06-15,Laptop Charger Type-C,3,56,50,6
2023-05-25,Tablet Stand Adjustable,17,94,35,5
2023-11-26,USB-C Hub 6-in-1,16,37,35,11
2023-10-10,Power Bank Ultra 10000mAh,8,55,30,10
2023-02-23,Smartphone X1,17,141,35,2
2023-06-27,LED Desk Lamp Pro,8,129,25,6
2023-09-01,Wireless Earphone Pro,17,145,30,9
2023-12-07,LED Desk Lamp Pro,9,125,20,12
2023-05-07,LED Desk Lamp Pro,12,70,20,5
2023-09-28,Desk Fan CoolBreeze,19,26,80,9
2023-05-12,Power Bank Ultra 10000mAh,4,43,50,5
2023-04-03,Desk Fan CoolBreeze,11,29,150,4
2023-03-14,Desk Fan CoolBreeze,4,171,30,3
2023-09-05,Tablet Stand Adjustable,14,52,150,9
2023-12-14,Wireless Earphone Pro,14,19,35,12
2023-09-30,Wireless Earphone Pro,6,103,30,9
2023-02-12,Smartphone X1,17,167,50,2
2023-02-10,Bluetooth Speaker Mini,2,124,80,2
2023-06-19,Tablet Stand Adjustable,8,162,60,6
2023-07-31,Smartwatch Series 5,4,136,20,7
2023-06-17,Laptop Charger Type-C,10,194,40,6
2023-02-08,Smartwatch Series 5,7,119,40,2
2023-09-02,Tablet Stand Adjustable,4,116,20,9
2023-05-31,LED Desk Lamp Pro,16,114,35,5
2023-04-21,Power Bank Ultra 10000mAh,14,80,80,4
2023-02-16,Smartwatch Series 5,16,184,80,2
2023-03-04,Smartphone X1,9,93,60,3
2023-08-13,Tablet Stand Adjustable,4,12,35,8
2023-03-10,USB-C Hub 6-in-1,6,55,20,3
2023-10-26,LED Desk Lamp Pro,1,173,60,10
2023-10-17,Wireless Earphone Pro,7,35,25,10
2023-10-23,LED Desk Lamp Pro,1,147,150,10
2023-07-22,Smartphone X1,19,171,40,7
2023-03-02,Tablet Stand Adjustable,8,17,15,3
2023-11-14,Smartphone X1,3,64,40,11
2023-11-10,LED Desk Lamp Pro,1,100,35,11
2023-06-10,Bluetooth Speaker Mini,1,147,50,6
2023-11-27,USB-C Hub 6-in-1,7,194,40,11
2023-01-16,Desk Fan CoolBreeze,13,123,30,1
2023-12-04,Power Bank Ultra 10000mAh,1,88,80,12
2023-04-04,Smartphone X1,16,110,40,4
2023-10-31,LED Desk Lamp Pro,14,95,30,10
2023-05-18,Wireless Earphone Pro,4,54,150,5
2023-12-04,Smartphone X1,12,59,40,12
2023-02-07,Laptop Charger Type-C,12,73,25,2
2023-05-07,Tablet Stand Adjustable,17,104,40,5
2023-10-02,Smartphone X1,15,11,40,10
2023-06-13,Wireless Earphone Pro,10,182,35,6
2023-11-15,Smartphone X1,3,104,15,11
2023-03-18,Laptop Charger Type-C,12,71,25,3
2023-06-23,LED Desk Lamp Pro,1,151,40,6
2023-12-24,LED Desk Lamp Pro,1,83,40,12
2023-11-17,Tablet Stand Adjustable,10,109,40,11
2023-04-01,Power Bank Ultra 10000mAh,18,120,30,4
2023-08-26,LED Desk Lamp Pro,15,113,150,8
2023-09-21,Bluetooth Speaker Mini,2,24,50,9
2023-06-28,Power Bank Ultra 10000mAh,17,23,50,6
2023-07-28,LED Desk Lamp Pro,8,168,50,7
2023-03-14,Desk Fan CoolBreeze,9,166,20,3
2023-04-17,USB-C Hub 6-in-1,11,36,50,4
2023-12-11,USB-C Hub 6-in-1,6,94,40,12
2023-10-22,Power Bank Ultra 10000mAh,14,18,30,10
